"SEQN","indice_pobreza","indice_pobreza_cat"
82090,1.51,"bajo_ingreso"
82091,2.21,"medio_alto"
82093,0.77,"pobreza"
82095,2.43,"medio_alto"
82098,1.53,"bajo_ingreso"
82099,0.84,"pobreza"
82102,1.22,"pobreza"
82103,NA,NA
82105,0.79,"pobreza"
82106,1.33,"bajo_ingreso"
82107,2.04,"medio_alto"
82108,1.58,"bajo_ingreso"
82109,0.16,"pobreza"
82110,0,"pobreza"
82111,1.82,"bajo_ingreso"
82112,2.52,"medio_alto"
82113,1.09,"pobreza"
82115,0.68,"pobreza"
82116,1.09,"pobreza"
82117,4.58,"medio_alto"
82120,NA,NA
82125,1.95,"medio_alto"
82126,3.02,"medio_alto"
82127,5,"medio_alto"
82128,0.21,"pobreza"
82130,0.7,"pobreza"
82131,NA,"pobreza"
82133,NA,"medio_alto"
82134,5,"medio_alto"
82138,3.95,"medio_alto"
82139,NA,NA
82140,0.62,"pobreza"
82143,5,"medio_alto"
82144,0.74,"pobreza"
82147,2.99,"medio_alto"
82148,5,"medio_alto"
82149,0.51,"pobreza"
82151,1.47,"bajo_ingreso"
82152,0.41,"pobreza"
82153,0.75,"pobreza"
82157,5,"medio_alto"
82158,5,"medio_alto"
82160,1.91,"medio_alto"
82161,5,"medio_alto"
82162,4,"medio_alto"
82163,2.32,"medio_alto"
82164,0.43,"pobreza"
82165,1.39,"bajo_ingreso"
82167,5,"medio_alto"
82169,NA,"medio_alto"
82170,5,"medio_alto"
82171,1.78,"bajo_ingreso"
82172,3.27,"medio_alto"
82173,4.64,"medio_alto"
82176,5,"medio_alto"
82177,1.08,"pobreza"
82181,5,"medio_alto"
82182,5,"medio_alto"
82184,1.13,"pobreza"
82187,5,"medio_alto"
82188,1.27,"pobreza"
82189,5,"medio_alto"
82190,1.93,"medio_alto"
82191,1.95,"medio_alto"
82192,5,"medio_alto"
82194,0.85,"pobreza"
82195,NA,NA
82197,2.14,"medio_alto"
82199,NA,"pobreza"
82200,3.38,"medio_alto"
82201,0.92,"pobreza"
82204,2.72,"medio_alto"
82205,NA,"medio_alto"
82207,4.03,"medio_alto"
82209,2.14,"medio_alto"
82211,5,"medio_alto"
82212,0.8,"pobreza"
82213,NA,"medio_alto"
82216,5,"medio_alto"
82219,3.13,"medio_alto"
82221,2.52,"medio_alto"
82223,3.87,"medio_alto"
82224,1.14,"pobreza"
82225,3.34,"medio_alto"
82226,NA,NA
82227,1.37,"bajo_ingreso"
82230,NA,"medio_alto"
82231,0.59,"pobreza"
82233,1.12,"pobreza"
82235,1.08,"pobreza"
82236,2.9,"medio_alto"
82238,3.28,"medio_alto"
82241,5,"medio_alto"
82243,1.67,"bajo_ingreso"
82247,NA,"pobreza"
82250,0.82,"pobreza"
82252,0.61,"pobreza"
82253,1.81,"bajo_ingreso"
82254,2.79,"medio_alto"
82257,0.76,"pobreza"
82258,1.68,"bajo_ingreso"
82259,0.3,"pobreza"
82261,0.38,"pobreza"
82269,0.36,"pobreza"
82270,1.51,"bajo_ingreso"
82271,0.21,"pobreza"
82275,1.52,"bajo_ingreso"
82277,2.47,"medio_alto"
82278,2.19,"medio_alto"
82281,1.13,"pobreza"
82282,0.52,"pobreza"
82283,NA,NA
82285,2.32,"medio_alto"
82287,1.21,"pobreza"
82288,1.16,"pobreza"
82290,1.97,"medio_alto"
82291,3.87,"medio_alto"
82295,2.25,"medio_alto"
82298,0.18,"pobreza"
82300,2.61,"medio_alto"
82306,NA,NA
82307,1.93,"medio_alto"
82308,1.03,"pobreza"
82309,0.29,"pobreza"
82310,NA,NA
82312,1.53,"bajo_ingreso"
82315,1.51,"bajo_ingreso"
82316,NA,NA
82318,0,"pobreza"
82319,0.97,"pobreza"
82320,3.03,"medio_alto"
82321,NA,"medio_alto"
82325,0.9,"pobreza"
82329,5,"medio_alto"
82330,2.43,"medio_alto"
82334,0,"pobreza"
82335,5,"medio_alto"
82336,NA,NA
82337,0.9,"pobreza"
82338,1.07,"pobreza"
82342,1.54,"bajo_ingreso"
82343,NA,NA
82344,1.53,"bajo_ingreso"
82345,NA,NA
82346,3.34,"medio_alto"
82351,1,"pobreza"
82353,5,"medio_alto"
82354,NA,"bajo_ingreso"
82355,2.7,"medio_alto"
82356,0.69,"pobreza"
82357,1.03,"pobreza"
82359,0.95,"pobreza"
82360,5,"medio_alto"
82363,1.11,"pobreza"
82367,NA,"pobreza"
82368,0.93,"pobreza"
82369,2.15,"medio_alto"
82370,0.6,"pobreza"
82372,0.65,"pobreza"
82375,3.31,"medio_alto"
82376,0.69,"pobreza"
82377,1.7,"bajo_ingreso"
82380,4.37,"medio_alto"
82381,NA,NA
82383,1.53,"bajo_ingreso"
82384,5,"medio_alto"
82388,NA,"medio_alto"
82389,0.68,"pobreza"
82391,2.43,"medio_alto"
82393,0.72,"pobreza"
82394,NA,NA
82395,3.05,"medio_alto"
82396,1.53,"bajo_ingreso"
82397,1.44,"bajo_ingreso"
82398,1.15,"pobreza"
82401,5,"medio_alto"
82402,3.05,"medio_alto"
82403,5,"medio_alto"
82404,0.81,"pobreza"
82405,1.26,"pobreza"
82406,1.04,"pobreza"
82407,0,"pobreza"
82408,0.6,"pobreza"
82409,2.55,"medio_alto"
82410,3.09,"medio_alto"
82412,1.98,"medio_alto"
82413,1.39,"bajo_ingreso"
82414,NA,"medio_alto"
82416,1.88,"medio_alto"
82417,0.51,"pobreza"
82420,0.76,"pobreza"
82423,2.29,"medio_alto"
82424,2.06,"medio_alto"
82425,3.01,"medio_alto"
82426,1.01,"pobreza"
82427,2.32,"medio_alto"
82428,2.57,"medio_alto"
82429,4.3,"medio_alto"
82430,3.03,"medio_alto"
82432,NA,NA
82434,NA,NA
82436,2.27,"medio_alto"
82439,5,"medio_alto"
82440,5,"medio_alto"
82441,5,"medio_alto"
82445,5,"medio_alto"
82446,NA,"bajo_ingreso"
82448,1.85,"bajo_ingreso"
82449,0.47,"pobreza"
82450,0.21,"pobreza"
82451,1.65,"bajo_ingreso"
82452,3.27,"medio_alto"
82454,1.52,"bajo_ingreso"
82455,NA,NA
82459,3.86,"medio_alto"
82460,NA,NA
82461,0.84,"pobreza"
82462,NA,"pobreza"
82463,5,"medio_alto"
82464,3.08,"medio_alto"
82465,0.52,"pobreza"
82466,5,"medio_alto"
82467,1.07,"pobreza"
82477,0.23,"pobreza"
82479,1.8,"bajo_ingreso"
82482,3.76,"medio_alto"
82483,2.64,"medio_alto"
82485,0.95,"pobreza"
82486,1.52,"bajo_ingreso"
82487,1.84,"bajo_ingreso"
82488,2.21,"medio_alto"
82489,5,"medio_alto"
82492,3.36,"medio_alto"
82494,NA,"pobreza"
82495,1.21,"pobreza"
82498,NA,NA
82500,NA,NA
82501,3.69,"medio_alto"
82504,0.73,"pobreza"
82507,0.64,"pobreza"
82509,1.53,"bajo_ingreso"
82512,0.97,"pobreza"
82513,0.75,"pobreza"
82517,5,"medio_alto"
82519,0.76,"pobreza"
82521,2.82,"medio_alto"
82524,0.61,"pobreza"
82527,5,"medio_alto"
82529,2.04,"medio_alto"
82531,1.31,"bajo_ingreso"
82533,NA,NA
82534,1.83,"bajo_ingreso"
82535,1.91,"medio_alto"
82536,4.12,"medio_alto"
82538,0.76,"pobreza"
82540,0.87,"pobreza"
82541,2.29,"medio_alto"
82542,0.61,"pobreza"
82547,NA,"medio_alto"
82550,1.23,"pobreza"
82554,5,"medio_alto"
82557,5,"medio_alto"
82558,NA,"medio_alto"
82559,1.68,"bajo_ingreso"
82560,2.52,"medio_alto"
82561,1.26,"pobreza"
82562,2.36,"medio_alto"
82564,1.46,"bajo_ingreso"
82565,1.66,"bajo_ingreso"
82566,4.52,"medio_alto"
82567,0.61,"pobreza"
82569,0.37,"pobreza"
82570,1.57,"bajo_ingreso"
82572,0.92,"pobreza"
82574,1.27,"pobreza"
82576,1.37,"bajo_ingreso"
82577,5,"medio_alto"
82579,2.43,"medio_alto"
82580,1.67,"bajo_ingreso"
82582,0.85,"pobreza"
82587,0.64,"pobreza"
82588,0.19,"pobreza"
82589,2.94,"medio_alto"
82590,NA,NA
82591,2.3,"medio_alto"
82595,0.42,"pobreza"
82596,2.4,"medio_alto"
82597,5,"medio_alto"
82603,5,"medio_alto"
82604,NA,NA
82605,3.06,"medio_alto"
82608,0.8,"pobreza"
82609,2.01,"medio_alto"
82610,5,"medio_alto"
82611,NA,"medio_alto"
82612,0.49,"pobreza"
82613,2.12,"medio_alto"
82615,2.28,"medio_alto"
82616,0.77,"pobreza"
82617,3.03,"medio_alto"
82618,2.03,"medio_alto"
82619,NA,NA
82621,5,"medio_alto"
82625,0.72,"pobreza"
82627,1.5,"bajo_ingreso"
82629,0.91,"pobreza"
82634,NA,NA
82635,4.58,"medio_alto"
82636,5,"medio_alto"
82637,1.5,"bajo_ingreso"
82638,1.94,"medio_alto"
82640,2.51,"medio_alto"
82642,0.2,"pobreza"
82643,2,"medio_alto"
82644,1.52,"bajo_ingreso"
82646,NA,NA
82648,0.3,"pobreza"
82650,3.06,"medio_alto"
82651,0.75,"pobreza"
82652,4.3,"medio_alto"
82654,2.67,"medio_alto"
82655,1.94,"medio_alto"
82657,3.13,"medio_alto"
82660,1.72,"bajo_ingreso"
82664,NA,NA
82665,1.53,"bajo_ingreso"
82666,NA,"medio_alto"
82668,NA,"pobreza"
82669,3.09,"medio_alto"
82670,0.38,"pobreza"
82671,0.3,"pobreza"
82674,5,"medio_alto"
82675,2.17,"medio_alto"
82677,1,"pobreza"
82678,4.3,"medio_alto"
82680,0.53,"pobreza"
82682,5,"medio_alto"
82684,1.12,"pobreza"
82685,2.57,"medio_alto"
82688,0,"pobreza"
82691,0.31,"pobreza"
82692,0.42,"pobreza"
82695,0.94,"pobreza"
82696,NA,"pobreza"
82697,4.67,"medio_alto"
82698,3.09,"medio_alto"
82702,1.55,"bajo_ingreso"
82703,1.22,"pobreza"
82704,4.59,"medio_alto"
82705,3.03,"medio_alto"
82708,4.64,"medio_alto"
82709,0.02,"pobreza"
82710,5,"medio_alto"
82712,4.3,"medio_alto"
82716,0.55,"pobreza"
82718,1.38,"bajo_ingreso"
82719,0.77,"pobreza"
82720,1.68,"bajo_ingreso"
82721,3.09,"medio_alto"
82723,0.87,"pobreza"
82724,0.4,"pobreza"
82727,5,"medio_alto"
82728,NA,NA
82729,0.51,"pobreza"
82731,1.23,"pobreza"
82733,1.74,"bajo_ingreso"
82735,0.36,"pobreza"
82736,2.52,"medio_alto"
82737,0.45,"pobreza"
82739,4.26,"medio_alto"
82740,0.74,"pobreza"
82741,0.74,"pobreza"
82742,NA,NA
82743,NA,NA
82745,1.52,"bajo_ingreso"
82746,1.35,"bajo_ingreso"
82748,0.86,"pobreza"
82749,3.66,"medio_alto"
82750,1.76,"bajo_ingreso"
82755,0,"pobreza"
82756,5,"medio_alto"
82757,1.13,"pobreza"
82758,1.25,"pobreza"
82759,1.54,"bajo_ingreso"
82762,0.76,"pobreza"
82766,1.29,"pobreza"
82769,2.66,"medio_alto"
82770,3.4,"medio_alto"
82771,0.86,"pobreza"
82772,2.66,"medio_alto"
82773,1.22,"pobreza"
82774,2.06,"medio_alto"
82775,NA,"pobreza"
82776,1.91,"medio_alto"
82778,0.86,"pobreza"
82779,5,"medio_alto"
82780,NA,NA
82782,5,"medio_alto"
82784,1.84,"bajo_ingreso"
82788,5,"medio_alto"
82790,1.55,"bajo_ingreso"
82791,1.37,"bajo_ingreso"
82794,0.92,"pobreza"
82797,NA,NA
82802,NA,NA
82803,3.03,"medio_alto"
82805,5,"medio_alto"
82810,2.55,"medio_alto"
82811,5,"medio_alto"
82812,1.3,"pobreza"
82813,2.51,"medio_alto"
82814,1.57,"bajo_ingreso"
82816,4.26,"medio_alto"
82820,2.18,"medio_alto"
82822,1.54,"bajo_ingreso"
82823,5,"medio_alto"
82825,0.74,"pobreza"
82826,5,"medio_alto"
82827,NA,NA
82829,1.24,"pobreza"
82831,0.42,"pobreza"
82832,3.99,"medio_alto"
82838,1.04,"pobreza"
82839,3.64,"medio_alto"
82840,5,"medio_alto"
82841,2.82,"medio_alto"
82842,NA,"medio_alto"
82844,3.05,"medio_alto"
82845,5,"medio_alto"
82846,1.96,"medio_alto"
82848,3.37,"medio_alto"
82849,5,"medio_alto"
82850,2.29,"medio_alto"
82851,0.77,"pobreza"
82854,1.36,"bajo_ingreso"
82855,1.44,"bajo_ingreso"
82856,1.32,"bajo_ingreso"
82857,1.88,"medio_alto"
82859,0.61,"pobreza"
82860,5,"medio_alto"
82862,5,"medio_alto"
82864,NA,NA
82867,5,"medio_alto"
82868,0.19,"pobreza"
82874,0.68,"pobreza"
82876,1.14,"pobreza"
82879,1.37,"bajo_ingreso"
82881,5,"medio_alto"
82882,3.08,"medio_alto"
82884,4.3,"medio_alto"
82886,NA,NA
82888,0.49,"pobreza"
82889,0.97,"pobreza"
82894,NA,NA
82895,4,"medio_alto"
82896,3.03,"medio_alto"
82897,1.54,"bajo_ingreso"
82898,0.67,"pobreza"
82899,NA,NA
82900,3.05,"medio_alto"
82901,0.54,"pobreza"
82902,5,"medio_alto"
82903,1.03,"pobreza"
82904,4.96,"medio_alto"
82906,1.86,"medio_alto"
82907,3.03,"medio_alto"
82909,3.03,"medio_alto"
82913,4.63,"medio_alto"
82915,1.54,"bajo_ingreso"
82916,0.74,"pobreza"
82917,5,"medio_alto"
82918,1.03,"pobreza"
82920,0.74,"pobreza"
82924,0.78,"pobreza"
82925,4.03,"medio_alto"
82926,1.84,"bajo_ingreso"
82929,1.54,"bajo_ingreso"
82931,0.2,"pobreza"
82932,1.82,"bajo_ingreso"
82933,4.24,"medio_alto"
82938,2.06,"medio_alto"
82939,1.31,"bajo_ingreso"
82940,0.21,"pobreza"
82943,5,"medio_alto"
82945,1.02,"pobreza"
82946,2.79,"medio_alto"
82948,1.23,"pobreza"
82949,2.24,"medio_alto"
82951,2.79,"medio_alto"
82952,5,"medio_alto"
82953,5,"medio_alto"
82956,4.26,"medio_alto"
82957,0.98,"pobreza"
82959,NA,"pobreza"
82961,1.21,"pobreza"
82962,0,"pobreza"
82963,1.04,"pobreza"
82964,1.06,"pobreza"
82965,1.13,"pobreza"
82967,1.23,"pobreza"
82968,2.23,"medio_alto"
82969,0.92,"pobreza"
82970,0.73,"pobreza"
82971,1.71,"bajo_ingreso"
82974,NA,NA
82975,1.84,"bajo_ingreso"
82976,4.61,"medio_alto"
82978,4.3,"medio_alto"
82982,1.35,"bajo_ingreso"
82987,2.9,"medio_alto"
82989,0.96,"pobreza"
82990,1.16,"pobreza"
82995,3.09,"medio_alto"
82996,1.27,"pobreza"
82997,5,"medio_alto"
82998,1.7,"bajo_ingreso"
82999,1.67,"bajo_ingreso"
83001,NA,"medio_alto"
83002,3.06,"medio_alto"
83003,2.83,"medio_alto"
83004,1.7,"bajo_ingreso"
83005,5,"medio_alto"
83006,2.47,"medio_alto"
83007,NA,"pobreza"
83009,2.92,"medio_alto"
83010,2.06,"medio_alto"
83011,3.04,"medio_alto"
83014,2.27,"medio_alto"
83016,5,"medio_alto"
83018,1.44,"bajo_ingreso"
83019,0.51,"pobreza"
83020,0.94,"pobreza"
83026,5,"medio_alto"
83027,1.25,"pobreza"
83031,4.18,"medio_alto"
83033,0.45,"pobreza"
83037,2.86,"medio_alto"
83039,0.75,"pobreza"
83041,1.16,"pobreza"
83042,1.54,"bajo_ingreso"
83045,0.91,"pobreza"
83046,0.77,"pobreza"
83047,0.45,"pobreza"
83048,NA,"medio_alto"
83050,1.72,"bajo_ingreso"
83052,3.39,"medio_alto"
83058,5,"medio_alto"
83059,4.55,"medio_alto"
83061,2.21,"medio_alto"
83063,2.26,"medio_alto"
83064,2.26,"medio_alto"
83065,0.67,"pobreza"
83067,2.67,"medio_alto"
83068,3.87,"medio_alto"
83069,3.36,"medio_alto"
83070,2.16,"medio_alto"
83073,4.01,"medio_alto"
83074,4.8,"medio_alto"
83075,5,"medio_alto"
83078,5,"medio_alto"
83081,0.66,"pobreza"
83082,2.09,"medio_alto"
83083,4.3,"medio_alto"
83084,1.39,"bajo_ingreso"
83085,0,"pobreza"
83087,5,"medio_alto"
83088,3.2,"medio_alto"
83092,NA,"medio_alto"
83094,4.85,"medio_alto"
83096,NA,NA
83097,NA,"medio_alto"
83098,1.11,"pobreza"
83099,1.7,"bajo_ingreso"
83100,0.3,"pobreza"
83101,3.37,"medio_alto"
83103,1.52,"bajo_ingreso"
83104,NA,"medio_alto"
83106,3.87,"medio_alto"
83108,1.23,"pobreza"
83109,2.61,"medio_alto"
83110,1.18,"pobreza"
83111,1.31,"bajo_ingreso"
83114,2.88,"medio_alto"
83116,1.75,"bajo_ingreso"
83118,3.09,"medio_alto"
83122,0.61,"pobreza"
83123,2.76,"medio_alto"
83124,0.86,"pobreza"
83125,5,"medio_alto"
83127,1.54,"bajo_ingreso"
83128,NA,"medio_alto"
83129,4.04,"medio_alto"
83130,1.51,"bajo_ingreso"
83131,5,"medio_alto"
83136,3.03,"medio_alto"
83138,4.11,"medio_alto"
83140,0,"pobreza"
83142,1.93,"medio_alto"
83143,NA,NA
83144,0.6,"pobreza"
83146,1.94,"medio_alto"
83147,1.47,"bajo_ingreso"
83148,0.01,"pobreza"
83150,1.32,"bajo_ingreso"
83151,0.86,"pobreza"
83152,3.34,"medio_alto"
83153,1.04,"pobreza"
83154,3.13,"medio_alto"
83157,5,"medio_alto"
83158,5,"medio_alto"
83159,0.74,"pobreza"
83160,3.81,"medio_alto"
83162,3.8,"medio_alto"
83163,NA,NA
83165,1.22,"pobreza"
83170,0.62,"pobreza"
83171,3.64,"medio_alto"
83172,1.13,"pobreza"
83174,5,"medio_alto"
83177,5,"medio_alto"
83179,3.13,"medio_alto"
83180,1.22,"pobreza"
83181,1.82,"bajo_ingreso"
83182,3.69,"medio_alto"
83183,NA,NA
83184,0,"pobreza"
83187,1.21,"pobreza"
83188,3.38,"medio_alto"
83191,1.96,"medio_alto"
83192,0.83,"pobreza"
83193,NA,NA
83196,0.82,"pobreza"
83197,1.09,"pobreza"
83201,NA,NA
83202,5,"medio_alto"
83203,3.2,"medio_alto"
83206,5,"medio_alto"
83207,1.78,"bajo_ingreso"
83208,1.94,"medio_alto"
83210,NA,NA
83212,1.13,"pobreza"
83214,5,"medio_alto"
83215,0.92,"pobreza"
83218,0.93,"pobreza"
83220,1.36,"bajo_ingreso"
83222,1.98,"medio_alto"
83233,0.63,"pobreza"
83234,0,"pobreza"
83236,2.18,"medio_alto"
83237,0.52,"pobreza"
83238,3.86,"medio_alto"
83239,4.05,"medio_alto"
83241,0.99,"pobreza"
83244,1.23,"pobreza"
83248,NA,NA
83249,1.82,"bajo_ingreso"
83250,1.94,"medio_alto"
83251,NA,NA
83252,0.2,"pobreza"
83253,5,"medio_alto"
83255,5,"medio_alto"
83256,1.74,"bajo_ingreso"
83258,NA,"medio_alto"
83260,0,"pobreza"
83261,0.61,"pobreza"
83262,5,"medio_alto"
83263,0.45,"pobreza"
83268,NA,NA
83270,0,"pobreza"
83271,NA,"bajo_ingreso"
83272,0.82,"pobreza"
83276,0.69,"pobreza"
83277,0.15,"pobreza"
83278,2.14,"medio_alto"
83279,1.4,"bajo_ingreso"
83280,5,"medio_alto"
83282,2.24,"medio_alto"
83284,NA,"medio_alto"
83285,2.32,"medio_alto"
83286,2.55,"medio_alto"
83287,0.93,"pobreza"
83289,2.55,"medio_alto"
83291,0.91,"pobreza"
83292,0.61,"pobreza"
83294,0.92,"pobreza"
83296,1.82,"bajo_ingreso"
83297,2.15,"medio_alto"
83299,2.67,"medio_alto"
83300,2.88,"medio_alto"
83301,0.6,"pobreza"
83305,NA,"medio_alto"
83309,1.07,"pobreza"
83311,1.03,"pobreza"
83313,NA,"medio_alto"
83314,1.91,"medio_alto"
83316,1.26,"pobreza"
83320,0.56,"pobreza"
83321,0.73,"pobreza"
83323,NA,NA
83326,1.13,"pobreza"
83328,1.83,"bajo_ingreso"
83329,0.55,"pobreza"
83331,1.53,"bajo_ingreso"
83333,0.39,"pobreza"
83334,1.31,"bajo_ingreso"
83336,0.87,"pobreza"
83338,5,"medio_alto"
83341,1.88,"medio_alto"
83345,4.73,"medio_alto"
83347,5,"medio_alto"
83349,2.7,"medio_alto"
83351,2.32,"medio_alto"
83352,2.28,"medio_alto"
83354,NA,NA
83356,0.75,"pobreza"
83358,2.15,"medio_alto"
83359,NA,"medio_alto"
83360,4.11,"medio_alto"
83362,0,"pobreza"
83363,1.66,"bajo_ingreso"
83364,1.02,"pobreza"
83365,1.03,"pobreza"
83368,1.53,"bajo_ingreso"
83369,1.84,"bajo_ingreso"
83372,1.63,"bajo_ingreso"
83374,5,"medio_alto"
83375,5,"medio_alto"
83376,2.76,"medio_alto"
83379,0.54,"pobreza"
83380,1.31,"bajo_ingreso"
83381,0,"pobreza"
83382,4.3,"medio_alto"
83385,0.39,"pobreza"
83388,5,"medio_alto"
83389,2.61,"medio_alto"
83390,0.93,"pobreza"
83391,0.54,"pobreza"
83392,3.57,"medio_alto"
83394,0.84,"pobreza"
83395,NA,"medio_alto"
83396,0.76,"pobreza"
83398,0.76,"pobreza"
83399,0,"pobreza"
83403,2.61,"medio_alto"
83406,3.09,"medio_alto"
83408,1.08,"pobreza"
83409,0.36,"pobreza"
83411,NA,NA
83412,0.74,"pobreza"
83414,5,"medio_alto"
83415,5,"medio_alto"
83417,0.76,"pobreza"
83420,2.61,"medio_alto"
83423,5,"medio_alto"
83424,NA,NA
83426,3.27,"medio_alto"
83427,1.74,"bajo_ingreso"
83428,1.75,"bajo_ingreso"
83429,1.54,"bajo_ingreso"
83430,3.06,"medio_alto"
83431,4.64,"medio_alto"
83432,NA,NA
83433,1.19,"pobreza"
83436,1.16,"pobreza"
83437,1.14,"pobreza"
83438,2.99,"medio_alto"
83439,3.08,"medio_alto"
83441,3.07,"medio_alto"
83445,0.72,"pobreza"
83446,0.21,"pobreza"
83447,NA,NA
83450,0.62,"pobreza"
83452,0.65,"pobreza"
83453,0.76,"pobreza"
83455,5,"medio_alto"
83456,0.92,"pobreza"
83459,0,"pobreza"
83460,2.99,"medio_alto"
83461,0.25,"pobreza"
83464,NA,NA
83465,NA,NA
83467,NA,"pobreza"
83472,5,"medio_alto"
83476,0.3,"pobreza"
83477,3.06,"medio_alto"
83478,5,"medio_alto"
83480,2.61,"medio_alto"
83481,NA,NA
83483,4.55,"medio_alto"
83484,NA,"medio_alto"
83485,0.69,"pobreza"
83486,0.25,"pobreza"
83487,1.22,"pobreza"
83491,0.48,"pobreza"
83492,NA,"medio_alto"
83494,1.51,"bajo_ingreso"
83496,0.82,"pobreza"
83497,5,"medio_alto"
83499,2.46,"medio_alto"
83503,1.58,"bajo_ingreso"
83505,1.62,"bajo_ingreso"
83506,4.85,"medio_alto"
83507,0.46,"pobreza"
83510,0.97,"pobreza"
83514,NA,NA
83516,0.71,"pobreza"
83518,2.28,"medio_alto"
83519,0.91,"pobreza"
83520,1.15,"pobreza"
83522,3.09,"medio_alto"
83524,5,"medio_alto"
83525,3.87,"medio_alto"
83526,0.51,"pobreza"
83527,0.36,"pobreza"
83528,NA,"medio_alto"
83529,4.04,"medio_alto"
83533,2.24,"medio_alto"
83535,0.97,"pobreza"
83536,1.02,"pobreza"
83539,0.75,"pobreza"
83540,0.77,"pobreza"
83541,1.82,"bajo_ingreso"
83542,1.37,"bajo_ingreso"
83543,1.29,"pobreza"
83544,1.01,"pobreza"
83546,5,"medio_alto"
83552,0.74,"pobreza"
83553,3.87,"medio_alto"
83554,3.37,"medio_alto"
83556,NA,NA
83557,5,"medio_alto"
83558,1.26,"pobreza"
83562,0.52,"pobreza"
83563,1.24,"pobreza"
83565,2.04,"medio_alto"
83567,1.87,"medio_alto"
83568,2.04,"medio_alto"
83569,1.84,"bajo_ingreso"
83574,3.05,"medio_alto"
83575,0,"pobreza"
83576,0.74,"pobreza"
83578,4.7,"medio_alto"
83580,1.04,"pobreza"
83583,0.96,"pobreza"
83584,0.78,"pobreza"
83585,0.7,"pobreza"
83586,0.97,"pobreza"
83589,4.84,"medio_alto"
83590,3.09,"medio_alto"
83592,5,"medio_alto"
83595,0.98,"pobreza"
83597,2.06,"medio_alto"
83600,1.09,"pobreza"
83604,5,"medio_alto"
83610,1.01,"pobreza"
83612,5,"medio_alto"
83613,NA,"bajo_ingreso"
83614,NA,"medio_alto"
83615,5,"medio_alto"
83616,NA,NA
83618,4.18,"medio_alto"
83619,4.92,"medio_alto"
83620,0,"pobreza"
83623,1.82,"bajo_ingreso"
83624,1.73,"bajo_ingreso"
83625,0.7,"pobreza"
83627,NA,"medio_alto"
83630,2.32,"medio_alto"
83632,0.84,"pobreza"
83633,2.15,"medio_alto"
83634,0.92,"pobreza"
83636,1.23,"pobreza"
83637,1.45,"bajo_ingreso"
83638,5,"medio_alto"
83639,3.13,"medio_alto"
83640,3.91,"medio_alto"
83642,NA,NA
83643,0.53,"pobreza"
83646,0.72,"pobreza"
83648,5,"medio_alto"
83650,1.88,"medio_alto"
83655,2.67,"medio_alto"
83658,3.64,"medio_alto"
83659,2.27,"medio_alto"
83660,5,"medio_alto"
83663,1.13,"pobreza"
83664,1.23,"pobreza"
83665,3.07,"medio_alto"
83667,4.3,"medio_alto"
83668,4.33,"medio_alto"
83669,1.7,"bajo_ingreso"
83672,1.09,"pobreza"
83674,3.77,"medio_alto"
83676,1.67,"bajo_ingreso"
83677,0.91,"pobreza"
83678,2.15,"medio_alto"
83683,0.83,"pobreza"
83684,5,"medio_alto"
83687,2.18,"medio_alto"
83688,NA,"medio_alto"
83689,1.22,"pobreza"
83690,3.27,"medio_alto"
83692,1.11,"pobreza"
83694,2.15,"medio_alto"
83697,0.86,"pobreza"
83699,3.16,"medio_alto"
83701,1.55,"bajo_ingreso"
83702,3.13,"medio_alto"
83703,NA,NA
83705,1.52,"bajo_ingreso"
83707,3.08,"medio_alto"
83708,2.11,"medio_alto"
83709,1.31,"bajo_ingreso"
83711,1.08,"pobreza"
83712,1.38,"bajo_ingreso"
83713,1.53,"bajo_ingreso"
83714,0.65,"pobreza"
83715,0.51,"pobreza"
83717,0.67,"pobreza"
83718,NA,NA
83720,3.09,"medio_alto"
83721,5,"medio_alto"
83723,2.76,"medio_alto"
83724,3.09,"medio_alto"
83726,2.67,"medio_alto"
83727,NA,NA
83729,2.61,"medio_alto"
