"SEQN","indice_pobreza","indice_pobreza_cat"
77043,1.04,"pobreza"
77045,1.08,"pobreza"
77046,2.67,"medio_alto"
77047,2.88,"medio_alto"
77049,2.91,"medio_alto"
77050,0.67,"pobreza"
77051,0.73,"pobreza"
77054,5,"medio_alto"
77055,1.04,"pobreza"
77057,3.81,"medio_alto"
77060,NA,NA
77063,3.64,"medio_alto"
77066,NA,NA
77067,3.09,"medio_alto"
77070,0.91,"pobreza"
77072,0.73,"pobreza"
77073,0.72,"pobreza"
77074,NA,"medio_alto"
77075,5,"medio_alto"
77076,3.03,"medio_alto"
77077,2.06,"medio_alto"
77080,0.71,"pobreza"
77081,3.5,"medio_alto"
77082,3.43,"medio_alto"
77083,2.18,"medio_alto"
77090,4.11,"medio_alto"
77091,NA,NA
77094,3.05,"medio_alto"
77095,5,"medio_alto"
77096,0.98,"pobreza"
77097,0.31,"pobreza"
77098,3.13,"medio_alto"
77100,3.07,"medio_alto"
77101,2.76,"medio_alto"
77103,2.52,"medio_alto"
77105,1.55,"bajo_ingreso"
77108,2.15,"medio_alto"
77109,0.86,"pobreza"
77111,1.01,"pobreza"
77112,1.16,"pobreza"
77113,5,"medio_alto"
77114,3.05,"medio_alto"
77116,0.83,"pobreza"
77120,2.71,"medio_alto"
77121,3.66,"medio_alto"
77123,3.25,"medio_alto"
77126,1.91,"medio_alto"
77127,0.25,"pobreza"
77128,3.27,"medio_alto"
77131,5,"medio_alto"
77132,2.66,"medio_alto"
77136,0.82,"pobreza"
77139,0.93,"pobreza"
77140,5,"medio_alto"
77141,1.29,"pobreza"
77142,NA,"pobreza"
77144,0.49,"pobreza"
77147,5,"medio_alto"
77150,4.13,"medio_alto"
77151,1.51,"bajo_ingreso"
77153,1.18,"pobreza"
77154,1.26,"pobreza"
77155,0,"pobreza"
77156,0.76,"pobreza"
77157,5,"medio_alto"
77158,1.82,"bajo_ingreso"
77159,2.12,"medio_alto"
77160,1.26,"pobreza"
77162,1.03,"pobreza"
77163,1.13,"pobreza"
77164,0.9,"pobreza"
77167,2.06,"medio_alto"
77168,4.63,"medio_alto"
77170,3.02,"medio_alto"
77171,1.54,"bajo_ingreso"
77172,NA,NA
77174,0.61,"pobreza"
77176,1.5,"bajo_ingreso"
77177,4.77,"medio_alto"
77178,1.24,"pobreza"
77185,3.07,"medio_alto"
77187,2.82,"medio_alto"
77189,0.92,"pobreza"
77191,0.73,"pobreza"
77192,1.72,"bajo_ingreso"
77194,0.77,"pobreza"
77195,2.52,"medio_alto"
77196,0.82,"pobreza"
77197,0.75,"pobreza"
77198,0.85,"pobreza"
77199,0.54,"pobreza"
77200,1.74,"bajo_ingreso"
77205,0.92,"pobreza"
77208,2.18,"medio_alto"
77211,0.77,"pobreza"
77212,1.51,"bajo_ingreso"
77213,5,"medio_alto"
77215,1.33,"bajo_ingreso"
77217,2.09,"medio_alto"
77220,0.85,"pobreza"
77221,0.93,"pobreza"
77223,1.54,"bajo_ingreso"
77224,4.51,"medio_alto"
77225,NA,"medio_alto"
77228,3.03,"medio_alto"
77229,4.35,"medio_alto"
77230,5,"medio_alto"
77232,2.82,"medio_alto"
77234,3.13,"medio_alto"
77235,5,"medio_alto"
77236,2.42,"medio_alto"
77237,0.08,"pobreza"
77238,NA,"medio_alto"
77239,0.51,"pobreza"
77240,1.72,"bajo_ingreso"
77241,3.7,"medio_alto"
77244,2.39,"medio_alto"
77245,1.72,"bajo_ingreso"
77246,1.46,"bajo_ingreso"
77247,0.7,"pobreza"
77248,1.36,"bajo_ingreso"
77250,1.02,"pobreza"
77251,0.41,"pobreza"
77254,5,"medio_alto"
77255,2.88,"medio_alto"
77256,1.12,"pobreza"
77257,NA,"medio_alto"
77259,0.86,"pobreza"
77262,2.24,"medio_alto"
77263,NA,NA
77265,2.44,"medio_alto"
77269,3.37,"medio_alto"
77275,4.3,"medio_alto"
77277,0.61,"pobreza"
77279,4.79,"medio_alto"
77280,5,"medio_alto"
77282,1.29,"pobreza"
77284,2.63,"medio_alto"
77285,0.2,"pobreza"
77287,5,"medio_alto"
77289,0.86,"pobreza"
77290,0,"pobreza"
77291,0.46,"pobreza"
77295,1.51,"bajo_ingreso"
77298,1.44,"bajo_ingreso"
77299,2.24,"medio_alto"
77300,1.55,"bajo_ingreso"
77302,1.75,"bajo_ingreso"
77303,2.32,"medio_alto"
77305,0.8,"pobreza"
77306,4,"medio_alto"
77308,5,"medio_alto"
77310,4.64,"medio_alto"
77311,1.54,"bajo_ingreso"
77313,1.25,"pobreza"
77314,3.03,"medio_alto"
77315,3.05,"medio_alto"
77318,0.78,"pobreza"
77319,5,"medio_alto"
77320,0.57,"pobreza"
77322,2.61,"medio_alto"
77323,NA,"medio_alto"
77328,5,"medio_alto"
77331,2.15,"medio_alto"
77332,0.72,"pobreza"
77333,5,"medio_alto"
77336,1.54,"bajo_ingreso"
77337,0.82,"pobreza"
77339,5,"medio_alto"
77340,4.59,"medio_alto"
77341,3.08,"medio_alto"
77342,5,"medio_alto"
77346,1.5,"bajo_ingreso"
77347,5,"medio_alto"
77348,5,"medio_alto"
77349,5,"medio_alto"
77351,2.65,"medio_alto"
77353,0.73,"pobreza"
77355,1.01,"pobreza"
77360,0.6,"pobreza"
77362,2.71,"medio_alto"
77364,1.6,"bajo_ingreso"
77365,3.04,"medio_alto"
77367,1.46,"bajo_ingreso"
77368,0.64,"pobreza"
77369,2.32,"medio_alto"
77371,5,"medio_alto"
77373,3.05,"medio_alto"
77374,1.72,"bajo_ingreso"
77376,1.47,"bajo_ingreso"
77377,NA,NA
77380,5,"medio_alto"
77381,1.21,"pobreza"
77383,0.92,"pobreza"
77385,0.32,"pobreza"
77386,1.71,"bajo_ingreso"
77387,4.58,"medio_alto"
77388,2.01,"medio_alto"
77391,0,"pobreza"
77392,5,"medio_alto"
77393,5,"medio_alto"
77394,1.53,"bajo_ingreso"
77395,2.71,"medio_alto"
77398,0.91,"pobreza"
77399,1.79,"bajo_ingreso"
77400,2.67,"medio_alto"
77405,3.6,"medio_alto"
77407,0.92,"pobreza"
77408,1.35,"bajo_ingreso"
77409,NA,"pobreza"
77411,1.82,"bajo_ingreso"
77414,1.27,"pobreza"
77415,1.07,"pobreza"
77417,0.67,"pobreza"
77419,1.46,"bajo_ingreso"
77420,NA,"pobreza"
77422,5,"medio_alto"
77423,2.01,"medio_alto"
77424,1.91,"medio_alto"
77425,1.75,"bajo_ingreso"
77428,0.5,"pobreza"
77429,2.29,"medio_alto"
77431,0.61,"pobreza"
77433,2.43,"medio_alto"
77436,NA,"medio_alto"
77438,5,"medio_alto"
77440,4.36,"medio_alto"
77443,1.41,"bajo_ingreso"
77444,2.06,"medio_alto"
77445,3.13,"medio_alto"
77446,2.01,"medio_alto"
77448,0.84,"pobreza"
77450,NA,"bajo_ingreso"
77451,1.07,"pobreza"
77452,0.73,"pobreza"
77453,2.04,"medio_alto"
77455,2.27,"medio_alto"
77456,2.71,"medio_alto"
77458,NA,NA
77459,0.51,"pobreza"
77460,2.88,"medio_alto"
77461,0.21,"pobreza"
77463,2.65,"medio_alto"
77464,1.21,"pobreza"
77465,3.02,"medio_alto"
77466,4.58,"medio_alto"
77468,1.23,"pobreza"
77469,4.05,"medio_alto"
77470,2.09,"medio_alto"
77471,3.09,"medio_alto"
77473,2.76,"medio_alto"
77475,5,"medio_alto"
77477,5,"medio_alto"
77481,1.02,"pobreza"
77483,0.98,"pobreza"
77484,0.3,"pobreza"
77485,3.87,"medio_alto"
77487,0,"pobreza"
77488,NA,NA
77489,4.18,"medio_alto"
77492,1.03,"pobreza"
77494,NA,"medio_alto"
77498,5,"medio_alto"
77499,2.67,"medio_alto"
77502,5,"medio_alto"
77503,0,"pobreza"
77505,4.03,"medio_alto"
77507,3.16,"medio_alto"
77508,3.04,"medio_alto"
77509,2.01,"medio_alto"
77511,0.82,"pobreza"
77513,3.13,"medio_alto"
77515,1.53,"bajo_ingreso"
77520,NA,NA
77521,4.33,"medio_alto"
77522,3.81,"medio_alto"
77524,5,"medio_alto"
77527,NA,NA
77528,5,"medio_alto"
77529,4.7,"medio_alto"
77533,1.03,"pobreza"
77535,3.66,"medio_alto"
77536,3.66,"medio_alto"
77538,5,"medio_alto"
77539,5,"medio_alto"
77540,5,"medio_alto"
77541,5,"medio_alto"
77542,0.55,"pobreza"
77543,3.14,"medio_alto"
77546,0.31,"pobreza"
77547,1.65,"bajo_ingreso"
77548,3.81,"medio_alto"
77549,NA,NA
77550,1.54,"bajo_ingreso"
77551,NA,"medio_alto"
77552,1.04,"pobreza"
77556,1.51,"bajo_ingreso"
77560,0.52,"pobreza"
77562,2.4,"medio_alto"
77563,4.04,"medio_alto"
77569,1.22,"pobreza"
77571,0.71,"pobreza"
77572,4.64,"medio_alto"
77575,1.65,"bajo_ingreso"
77577,2.82,"medio_alto"
77578,0.64,"pobreza"
77580,0.84,"pobreza"
77581,1.03,"pobreza"
77584,2.55,"medio_alto"
77585,1.57,"bajo_ingreso"
77586,5,"medio_alto"
77587,0.52,"pobreza"
77589,0.68,"pobreza"
77591,0.61,"pobreza"
77592,2.24,"medio_alto"
77596,2.15,"medio_alto"
77597,1.52,"bajo_ingreso"
77598,1.49,"bajo_ingreso"
77600,1,"pobreza"
77601,4.24,"medio_alto"
77603,3.34,"medio_alto"
77604,2.3,"medio_alto"
77605,2.46,"medio_alto"
77607,0.92,"pobreza"
77609,2.26,"medio_alto"
77610,NA,NA
77611,2.09,"medio_alto"
77612,3.82,"medio_alto"
77613,0.41,"pobreza"
77615,NA,NA
77616,0.4,"pobreza"
77617,0.03,"pobreza"
77618,0.85,"pobreza"
77620,2.79,"medio_alto"
77621,1.1,"pobreza"
77622,3.34,"medio_alto"
77624,2.76,"medio_alto"
77625,0.99,"pobreza"
77626,1.02,"pobreza"
77630,3.64,"medio_alto"
77631,NA,"pobreza"
77632,3.05,"medio_alto"
77634,0.38,"pobreza"
77638,1.82,"bajo_ingreso"
77639,1.26,"pobreza"
77640,1.51,"bajo_ingreso"
77642,1.37,"bajo_ingreso"
77643,0.56,"pobreza"
77644,5,"medio_alto"
77645,5,"medio_alto"
77646,5,"medio_alto"
77647,5,"medio_alto"
77651,0.51,"pobreza"
77653,1.29,"pobreza"
77654,NA,NA
77655,1.55,"bajo_ingreso"
77656,2.29,"medio_alto"
77659,2.94,"medio_alto"
77660,2.71,"medio_alto"
77661,3.81,"medio_alto"
77662,1.23,"pobreza"
77663,1.66,"bajo_ingreso"
77664,1.96,"medio_alto"
77666,2.4,"medio_alto"
77667,4.55,"medio_alto"
77668,4.18,"medio_alto"
77670,5,"medio_alto"
77671,0.1,"pobreza"
77673,1.66,"bajo_ingreso"
77674,2.29,"medio_alto"
77675,5,"medio_alto"
77677,3.09,"medio_alto"
77678,5,"medio_alto"
77679,3.03,"medio_alto"
77680,5,"medio_alto"
77682,3.06,"medio_alto"
77684,2.26,"medio_alto"
77686,NA,NA
77689,1.44,"bajo_ingreso"
77690,NA,NA
77691,2.57,"medio_alto"
77693,0.17,"pobreza"
77696,4.33,"medio_alto"
77698,0.95,"pobreza"
77700,0.52,"pobreza"
77702,1.23,"pobreza"
77704,NA,NA
77705,5,"medio_alto"
77707,3.02,"medio_alto"
77708,5,"medio_alto"
77714,1.53,"bajo_ingreso"
77716,NA,"medio_alto"
77717,0.74,"pobreza"
77718,0.55,"pobreza"
77720,1.41,"bajo_ingreso"
77721,3.07,"medio_alto"
77722,1.55,"bajo_ingreso"
77723,0.26,"pobreza"
77725,0.82,"pobreza"
77727,3.05,"medio_alto"
77728,0.61,"pobreza"
77729,3.28,"medio_alto"
77732,2.29,"medio_alto"
77733,1.16,"pobreza"
77734,0.87,"pobreza"
77736,2.71,"medio_alto"
77740,0.37,"pobreza"
77741,1.88,"medio_alto"
77742,2.47,"medio_alto"
77743,4.35,"medio_alto"
77745,5,"medio_alto"
77746,0.45,"pobreza"
77747,NA,NA
77748,4.63,"medio_alto"
77750,5,"medio_alto"
77754,0.56,"pobreza"
77756,NA,"medio_alto"
77758,3.08,"medio_alto"
77760,1.14,"pobreza"
77762,0.91,"pobreza"
77763,1.14,"pobreza"
77764,2.43,"medio_alto"
77768,3.66,"medio_alto"
77769,2.63,"medio_alto"
77771,1.39,"bajo_ingreso"
77772,2.8,"medio_alto"
77774,0.86,"pobreza"
77777,0.92,"pobreza"
77778,1.16,"pobreza"
77779,NA,"medio_alto"
77780,3.65,"medio_alto"
77781,1.25,"pobreza"
77782,0.77,"pobreza"
77786,NA,"pobreza"
77787,1.02,"pobreza"
77788,0.52,"pobreza"
77789,1.37,"bajo_ingreso"
77791,0.76,"pobreza"
77795,1.68,"bajo_ingreso"
77796,2.23,"medio_alto"
77800,0.49,"pobreza"
77801,0.38,"pobreza"
77802,2.36,"medio_alto"
77803,1.31,"bajo_ingreso"
77805,2.55,"medio_alto"
77806,2.84,"medio_alto"
77807,1.96,"medio_alto"
77808,5,"medio_alto"
77811,2.97,"medio_alto"
77813,4.85,"medio_alto"
77815,1.08,"pobreza"
77816,3.5,"medio_alto"
77820,5,"medio_alto"
77821,1.46,"bajo_ingreso"
77822,5,"medio_alto"
77823,0.15,"pobreza"
77824,NA,"pobreza"
77827,0.39,"pobreza"
77828,NA,"medio_alto"
77829,0.69,"pobreza"
77830,0.65,"pobreza"
77831,NA,"medio_alto"
77832,1.94,"medio_alto"
77835,2.32,"medio_alto"
77836,5,"medio_alto"
77837,4.58,"medio_alto"
77838,3.09,"medio_alto"
77840,NA,NA
77841,1.71,"bajo_ingreso"
77843,1.22,"pobreza"
77844,1.29,"pobreza"
77845,4.58,"medio_alto"
77846,0.87,"pobreza"
77847,0.92,"pobreza"
77851,2.63,"medio_alto"
77852,0.7,"pobreza"
77853,2.77,"medio_alto"
77855,2.06,"medio_alto"
77856,3.34,"medio_alto"
77858,0.3,"pobreza"
77861,0.86,"pobreza"
77862,NA,"bajo_ingreso"
77864,3.2,"medio_alto"
77865,1.23,"pobreza"
77866,1.23,"pobreza"
77867,0.63,"pobreza"
77869,NA,NA
77870,0.92,"pobreza"
77872,0.65,"pobreza"
77875,0.72,"pobreza"
77876,2.55,"medio_alto"
77878,0.27,"pobreza"
77880,2.32,"medio_alto"
77884,NA,"medio_alto"
77888,3.09,"medio_alto"
77889,NA,"pobreza"
77891,1.48,"bajo_ingreso"
77892,3.38,"medio_alto"
77893,1.52,"bajo_ingreso"
77894,0.44,"pobreza"
77896,0.36,"pobreza"
77897,1.26,"pobreza"
77898,0.6,"pobreza"
77900,4.42,"medio_alto"
77902,NA,NA
77903,4.59,"medio_alto"
77905,0.55,"pobreza"
77906,0.62,"pobreza"
77907,2.87,"medio_alto"
77909,1.41,"bajo_ingreso"
77910,1.32,"bajo_ingreso"
77912,1.16,"pobreza"
77915,0.52,"pobreza"
77917,NA,NA
77920,0.68,"pobreza"
77922,2.33,"medio_alto"
77927,1.82,"bajo_ingreso"
77930,5,"medio_alto"
77931,NA,"pobreza"
77932,1.66,"bajo_ingreso"
77933,2.55,"medio_alto"
77935,5,"medio_alto"
77936,NA,NA
77937,NA,"pobreza"
77938,2.94,"medio_alto"
77939,2.57,"medio_alto"
77941,0.31,"pobreza"
77942,1.47,"bajo_ingreso"
77943,5,"medio_alto"
77948,5,"medio_alto"
77949,3.05,"medio_alto"
77950,1.68,"bajo_ingreso"
77952,4.3,"medio_alto"
77953,NA,NA
77954,3.97,"medio_alto"
77957,3.09,"medio_alto"
77959,1.47,"bajo_ingreso"
77960,2.55,"medio_alto"
77963,3.49,"medio_alto"
77965,1.93,"medio_alto"
77966,1.39,"bajo_ingreso"
77968,2.32,"medio_alto"
77972,3.16,"medio_alto"
77973,0.31,"pobreza"
77976,1.15,"pobreza"
77977,5,"medio_alto"
77979,1.22,"pobreza"
77983,0.93,"pobreza"
77985,0.49,"pobreza"
77989,1.14,"pobreza"
77990,1.55,"bajo_ingreso"
77991,1.31,"bajo_ingreso"
77992,NA,"medio_alto"
77993,1.14,"pobreza"
77994,0,"pobreza"
77995,1.7,"bajo_ingreso"
77997,2.66,"medio_alto"
77999,0.55,"pobreza"
78000,NA,"medio_alto"
78001,3.06,"medio_alto"
78002,5,"medio_alto"
78004,3,"medio_alto"
78007,0.93,"pobreza"
78008,3.91,"medio_alto"
78009,1.39,"bajo_ingreso"
78010,0.64,"pobreza"
78012,2.18,"medio_alto"
78013,1.31,"bajo_ingreso"
78015,NA,NA
78018,0.81,"pobreza"
78019,3.57,"medio_alto"
78020,1.6,"bajo_ingreso"
78021,1.46,"bajo_ingreso"
78024,3.05,"medio_alto"
78027,1.55,"bajo_ingreso"
78028,5,"medio_alto"
78031,4.26,"medio_alto"
78033,1.97,"medio_alto"
78034,5,"medio_alto"
78035,1.98,"medio_alto"
78036,4,"medio_alto"
78037,5,"medio_alto"
78040,NA,"bajo_ingreso"
78042,5,"medio_alto"
78043,4.42,"medio_alto"
78044,1.21,"pobreza"
78046,2.66,"medio_alto"
78047,NA,"medio_alto"
78048,4.08,"medio_alto"
78051,5,"medio_alto"
78052,5,"medio_alto"
78054,NA,NA
78056,0.69,"pobreza"
78061,4.3,"medio_alto"
78063,1.85,"bajo_ingreso"
78068,NA,NA
78070,2.01,"medio_alto"
78072,0.86,"pobreza"
78074,3.55,"medio_alto"
78075,1.55,"bajo_ingreso"
78076,1.23,"pobreza"
78078,1.06,"pobreza"
78079,2.04,"medio_alto"
78080,5,"medio_alto"
78081,4.64,"medio_alto"
78082,4.7,"medio_alto"
78083,0.05,"pobreza"
78084,0.92,"pobreza"
78085,4.55,"medio_alto"
78086,0.93,"pobreza"
78088,1.15,"pobreza"
78089,2.43,"medio_alto"
78091,0,"pobreza"
78093,5,"medio_alto"
78094,3.03,"medio_alto"
78095,NA,"pobreza"
78096,2.73,"medio_alto"
78098,NA,"medio_alto"
78099,0.76,"pobreza"
78100,1.01,"pobreza"
78101,0.56,"pobreza"
78103,0.15,"pobreza"
78104,0.49,"pobreza"
78105,0.3,"pobreza"
78107,0.93,"pobreza"
78108,0.67,"pobreza"
78111,0.73,"pobreza"
78114,0,"pobreza"
78119,4.7,"medio_alto"
78121,2.32,"medio_alto"
78122,1.25,"pobreza"
78124,1.6,"bajo_ingreso"
78127,3.81,"medio_alto"
78128,0.38,"pobreza"
78129,1.7,"bajo_ingreso"
78130,2.76,"medio_alto"
78131,NA,NA
78132,1.23,"pobreza"
78138,4.96,"medio_alto"
78139,2.55,"medio_alto"
78140,5,"medio_alto"
78144,1.18,"pobreza"
78145,4.07,"medio_alto"
78146,0,"pobreza"
78148,1.54,"bajo_ingreso"
78149,0.2,"pobreza"
78151,1.72,"bajo_ingreso"
78153,NA,"medio_alto"
78158,1,"pobreza"
78161,0,"pobreza"
78164,3.27,"medio_alto"
78165,1.54,"bajo_ingreso"
78166,0.98,"pobreza"
78167,3.81,"medio_alto"
78168,1.37,"bajo_ingreso"
78170,1.82,"bajo_ingreso"
78174,2.67,"medio_alto"
78175,1.55,"bajo_ingreso"
78176,5,"medio_alto"
78179,5,"medio_alto"
78180,NA,"medio_alto"
78183,5,"medio_alto"
78185,3.29,"medio_alto"
78186,5,"medio_alto"
78187,0.35,"pobreza"
78188,0.61,"pobreza"
78191,0.53,"pobreza"
78192,5,"medio_alto"
78193,1.84,"bajo_ingreso"
78195,0.9,"pobreza"
78196,5,"medio_alto"
78197,5,"medio_alto"
78198,5,"medio_alto"
78199,3.13,"medio_alto"
78200,1.34,"bajo_ingreso"
78201,1.08,"pobreza"
78203,NA,"medio_alto"
78207,0,"pobreza"
78208,0.78,"pobreza"
78211,5,"medio_alto"
78213,5,"medio_alto"
78215,NA,NA
78216,1.04,"pobreza"
78217,5,"medio_alto"
78218,1.91,"medio_alto"
78220,4.92,"medio_alto"
78221,0.3,"pobreza"
78223,1.16,"pobreza"
78225,0.64,"pobreza"
78227,1.55,"bajo_ingreso"
78229,5,"medio_alto"
78231,1.21,"pobreza"
78233,3.02,"medio_alto"
78235,0.61,"pobreza"
78236,5,"medio_alto"
78237,1.08,"pobreza"
78238,NA,NA
78239,NA,"medio_alto"
78242,2.76,"medio_alto"
78244,0.61,"pobreza"
78245,5,"medio_alto"
78247,1.93,"medio_alto"
78251,NA,"pobreza"
78252,0.63,"pobreza"
78253,4.3,"medio_alto"
78262,1.02,"pobreza"
78263,0.86,"pobreza"
78267,5,"medio_alto"
78268,0.82,"pobreza"
78269,2.65,"medio_alto"
78270,5,"medio_alto"
78272,NA,"medio_alto"
78274,2.67,"medio_alto"
78277,1.34,"bajo_ingreso"
78280,4.84,"medio_alto"
78282,5,"medio_alto"
78287,1.02,"pobreza"
78288,1.14,"pobreza"
78289,0.69,"pobreza"
78291,0.45,"pobreza"
78292,2.26,"medio_alto"
78294,4.3,"medio_alto"
78296,5,"medio_alto"
78297,1.47,"bajo_ingreso"
78299,0.31,"pobreza"
78301,2.48,"medio_alto"
78304,0.87,"pobreza"
78305,3.03,"medio_alto"
78306,0,"pobreza"
78307,2.43,"medio_alto"
78309,1.13,"pobreza"
78312,2.61,"medio_alto"
78313,3.6,"medio_alto"
78318,0.44,"pobreza"
78319,1.54,"bajo_ingreso"
78320,2.52,"medio_alto"
78321,3.09,"medio_alto"
78322,1.52,"bajo_ingreso"
78323,1.02,"pobreza"
78327,4.79,"medio_alto"
78328,0.93,"pobreza"
78329,1.23,"pobreza"
78330,5,"medio_alto"
78334,0.33,"pobreza"
78335,0.87,"pobreza"
78336,0.21,"pobreza"
78337,1.32,"bajo_ingreso"
78338,5,"medio_alto"
78341,NA,NA
78342,4.33,"medio_alto"
78345,1.03,"pobreza"
78346,0.87,"pobreza"
78349,3.06,"medio_alto"
78350,4.18,"medio_alto"
78351,1.13,"pobreza"
78352,2.09,"medio_alto"
78354,1.07,"pobreza"
78355,3.48,"medio_alto"
78356,4.53,"medio_alto"
78359,3.11,"medio_alto"
78360,2.02,"medio_alto"
78362,3.27,"medio_alto"
78364,0,"pobreza"
78367,1.5,"bajo_ingreso"
78368,4.63,"medio_alto"
78369,0.23,"pobreza"
78370,0.76,"pobreza"
78371,5,"medio_alto"
78374,0.08,"pobreza"
78375,0.55,"pobreza"
78376,2.58,"medio_alto"
78377,2.67,"medio_alto"
78379,2.03,"medio_alto"
78381,0.66,"pobreza"
78382,0.75,"pobreza"
78386,1.07,"pobreza"
78388,0.65,"pobreza"
78391,3.02,"medio_alto"
78392,2.24,"medio_alto"
78393,0.76,"pobreza"
78394,4.42,"medio_alto"
78395,NA,"medio_alto"
78400,2.18,"medio_alto"
78402,1.21,"pobreza"
78403,5,"medio_alto"
78404,1.54,"bajo_ingreso"
78410,NA,NA
78411,1.54,"bajo_ingreso"
78417,1.03,"pobreza"
78419,1.07,"pobreza"
78420,5,"medio_alto"
78422,NA,NA
78423,1.5,"bajo_ingreso"
78424,0.62,"pobreza"
78427,5,"medio_alto"
78428,1.19,"pobreza"
78430,0.76,"pobreza"
78431,1.54,"bajo_ingreso"
78433,NA,"pobreza"
78434,5,"medio_alto"
78435,NA,"medio_alto"
78438,0.84,"pobreza"
78439,4.24,"medio_alto"
78440,0,"pobreza"
78441,5,"medio_alto"
78442,0.91,"pobreza"
78443,5,"medio_alto"
78444,1.55,"bajo_ingreso"
78445,4.96,"medio_alto"
78447,0.05,"pobreza"
78450,0.62,"pobreza"
78457,3.07,"medio_alto"
78460,3.02,"medio_alto"
78462,1.23,"pobreza"
78464,1.57,"bajo_ingreso"
78465,0.24,"pobreza"
78467,NA,"medio_alto"
78468,1.46,"bajo_ingreso"
78473,2.61,"medio_alto"
78474,0.87,"pobreza"
78475,1.65,"bajo_ingreso"
78478,4.78,"medio_alto"
78479,2.61,"medio_alto"
78480,5,"medio_alto"
78481,5,"medio_alto"
78484,0.93,"pobreza"
78486,5,"medio_alto"
78487,3.09,"medio_alto"
78489,5,"medio_alto"
78490,0.5,"pobreza"
78495,1.21,"pobreza"
78496,0.45,"pobreza"
78497,3.33,"medio_alto"
78498,1.28,"pobreza"
78499,1.54,"bajo_ingreso"
78500,1.46,"bajo_ingreso"
78501,0.15,"pobreza"
78503,0.85,"pobreza"
78504,1.21,"pobreza"
78506,0.74,"pobreza"
78508,2.29,"medio_alto"
78510,NA,"medio_alto"
78512,0.61,"pobreza"
78514,0.2,"pobreza"
78518,5,"medio_alto"
78521,1.54,"bajo_ingreso"
78522,0.76,"pobreza"
78523,3.05,"medio_alto"
78526,4.03,"medio_alto"
78527,4.11,"medio_alto"
78528,5,"medio_alto"
78529,2.15,"medio_alto"
78531,2.73,"medio_alto"
78533,5,"medio_alto"
78534,NA,NA
78535,1.01,"pobreza"
78542,1.07,"pobreza"
78548,NA,NA
78549,2.91,"medio_alto"
78551,1.25,"pobreza"
78552,0.74,"pobreza"
78556,0.74,"pobreza"
78557,1,"pobreza"
78560,0.76,"pobreza"
78561,1.93,"medio_alto"
78562,1.82,"bajo_ingreso"
78566,2.12,"medio_alto"
78568,1.43,"bajo_ingreso"
78569,0.61,"pobreza"
78572,3.7,"medio_alto"
78575,2.88,"medio_alto"
78577,0,"pobreza"
78579,4.58,"medio_alto"
78580,1.04,"pobreza"
78581,3.31,"medio_alto"
78583,2.46,"medio_alto"
78586,4.05,"medio_alto"
78587,2.18,"medio_alto"
78588,NA,NA
78589,0.69,"pobreza"
78591,1.47,"bajo_ingreso"
78595,1.76,"bajo_ingreso"
78597,NA,NA
78598,0.76,"pobreza"
78599,4.24,"medio_alto"
78601,4.04,"medio_alto"
78603,0.4,"pobreza"
78606,NA,"medio_alto"
78608,0.66,"pobreza"
78611,3.64,"medio_alto"
78612,0.61,"pobreza"
78613,2.29,"medio_alto"
78615,5,"medio_alto"
78616,1.55,"bajo_ingreso"
78619,3.87,"medio_alto"
78620,0.9,"pobreza"
78621,1.82,"bajo_ingreso"
78626,NA,"bajo_ingreso"
78627,4.96,"medio_alto"
78630,5,"medio_alto"
78631,1.29,"pobreza"
78633,1.07,"pobreza"
78634,0.44,"pobreza"
78636,1.23,"pobreza"
78638,1.52,"bajo_ingreso"
78640,2.14,"medio_alto"
78642,1.33,"bajo_ingreso"
78645,2.39,"medio_alto"
78649,3.57,"medio_alto"
78650,5,"medio_alto"
78651,5,"medio_alto"
78652,NA,NA
78654,3.25,"medio_alto"
78655,1.23,"pobreza"
78658,1.39,"bajo_ingreso"
78659,4.11,"medio_alto"
78660,1.81,"bajo_ingreso"
78661,0.99,"pobreza"
78662,3.6,"medio_alto"
78664,2.3,"medio_alto"
78665,2.61,"medio_alto"
78667,3.87,"medio_alto"
78669,1.75,"bajo_ingreso"
78671,3.27,"medio_alto"
78672,3.16,"medio_alto"
78673,4.18,"medio_alto"
78674,4.2,"medio_alto"
78675,0.71,"pobreza"
78676,3.64,"medio_alto"
78678,3.38,"medio_alto"
78682,0.98,"pobreza"
78683,5,"medio_alto"
78685,1.54,"bajo_ingreso"
78688,2.65,"medio_alto"
78691,1.25,"pobreza"
78692,5,"medio_alto"
78694,1.54,"bajo_ingreso"
78695,1.46,"bajo_ingreso"
78698,0.78,"pobreza"
78700,2.32,"medio_alto"
78702,2.01,"medio_alto"
78703,4.3,"medio_alto"
78704,1.15,"pobreza"
78705,1.02,"pobreza"
78707,0.3,"pobreza"
78708,NA,"pobreza"
78710,2.8,"medio_alto"
78712,0.72,"pobreza"
78714,1.95,"medio_alto"
78716,3.82,"medio_alto"
78718,1.83,"bajo_ingreso"
78719,0.98,"pobreza"
78720,1.16,"pobreza"
78723,3.09,"medio_alto"
78724,2.47,"medio_alto"
78725,0.43,"pobreza"
78727,1.7,"bajo_ingreso"
78728,0.49,"pobreza"
78729,2.46,"medio_alto"
78733,0,"pobreza"
78735,5,"medio_alto"
78736,1.01,"pobreza"
78737,0.46,"pobreza"
78739,5,"medio_alto"
78741,1.21,"pobreza"
